	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.17946626445912217	0.9	0.011995854551952512	0.9
proba_weak	0.17946626445912217	1.0	0.49712552681828726	0.8378224470053398	0.17946626445912217
embedding_weak	0.9	0.49712552681828726	1.0	0.07047640293821211	0.9
proba	0.011995854551952512	0.8378224470053398	0.07047640293821211	1.0	0.011995854551952512
embedding	0.9	0.17946626445912217	0.9	0.011995854551952512	1.0
