	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.610810259022071	0.9	0.11540030298827397	0.9
proba_weak	0.610810259022071	1.0	0.37443682752940766	0.8378224470053397	0.37443682752940766
embedding_weak	0.9	0.37443682752940766	1.0	0.04090200577890224	0.9
proba	0.11540030298827397	0.8378224470053397	0.04090200577890224	1.0	0.04090200577890224
embedding	0.9	0.37443682752940766	0.9	0.04090200577890224	1.0
