	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.6108102590220721	0.9	0.9	0.610810259022071
proba_weak	0.6108102590220721	1.0	0.7243188684112062	0.9	0.04090200577890224
embedding_weak	0.9	0.7243188684112062	1.0	0.9	0.49712552681828726
proba	0.9	0.9	0.9	1.0	0.17946626445912217
embedding	0.610810259022071	0.04090200577890224	0.49712552681828726	0.17946626445912217	1.0
