	embedding	embedding_weak	proba	proba_weak
embedding	1.0	0.00048828125	0.00048828125	0.00048828125
embedding_weak	0.00048828125	1.0	0.00048828125	0.00048828125
proba	0.00048828125	0.00048828125	1.0	0.00048828125
proba_weak	0.00048828125	0.00048828125	0.00048828125	1.0
