f1_macro	f1_micro	f1_weighted	f1_samples	precision_macro	precision_micro	precision_weighted	precision_samples	recall_macro	recall_micro	recall_weighted	recall_samples	jaccard_macro	jaccard_micro	jaccard_weighted	jaccard_samples	accuracy	fold	level	tn	fp	fn	tp
0.09410038130803154	0.2747021723896286	0.227106688941364	0.21252073114243206	0.21378116343490308	0.6805555555555556	0.5458933769894447	0.4197411907089327	0.08083287856370831	0.17208077260755048	0.17208077260755048	0.16364101847972817	0.06042290020286139	0.15922014622258326	0.1533482930129849	0.14814081324345252	0.01466275659824047	0	0	46416	805	806	106
0.11291535360172739	0.28590694538098443	0.24132577547972714	0.21400849497778035	0.25850786484321625	0.6162790697674418	0.5853629222227732	0.4132807157000706	0.09817531955411897	0.1861281826163301	0.1861281826163301	0.16979704882930688	0.07226398578931749	0.16679779701022818	0.16270908458387434	0.14730061401615654	0.011730205278592375	0	1	45939	1282	781	131
0.13406397619945407	0.323943661971831	0.284548461489434	0.26296782396489143	0.2601261068685543	0.5981087470449172	0.583731449591332	0.45988815680897793	0.11830909836453941	0.2221246707638279	0.2221246707638279	0.21971093422706328	0.08583666487169339	0.19327731092436976	0.1933915333222288	0.19065413244298873	0.03812316715542522	0	2	45563	1658	752	160
0.12700036941206175	0.3194011228945727	0.2858285373235015	0.25912108640144016	0.22733970205581397	0.5517241379310345	0.5720495632419714	0.4614119609875127	0.11823922129318278	0.2247585601404741	0.2247585601404741	0.21993436670856029	0.08241320399414687	0.1900519673348181	0.195601259036396	0.18503309170464594	0.03225806451612903	0	3	45230	1991	736	176
0.13446341125415473	0.3204892966360856	0.29323949790509196	0.26563663057883413	0.25762816822706786	0.5282258064516129	0.5844048383655988	0.4499741209443597	0.12757567838110234	0.23002633889376647	0.23002633889376647	0.2311362472652795	0.0872096193696637	0.1908230152949745	0.19983869320019038	0.19349171637673857	0.04105571847507331	0	4	45009	2212	727	185
0.1461939337513054	0.3273164861612515	0.30343010805225257	0.2646862080023832	0.254750530280105	0.5200764818355641	0.5828225187180955	0.45006822283464915	0.14070941627569325	0.23880597014925373	0.23880597014925373	0.2325233905879067	0.09414454331157932	0.19568345323741007	0.20668426907893975	0.1919429287834452	0.03812316715542522	0	5	44809	2412	721	191
0.14870109403295398	0.3368669022379269	0.319988427829939	0.27165614227197804	0.27262961873508285	0.5116279069767442	0.5958107546813588	0.45488327295727676	0.14185441406621896	0.2510974539069359	0.2510974539069359	0.24535213890052596	0.09567974428951495	0.20254957507082152	0.21835256530586053	0.19721804356342698	0.03812316715542522	0	6	44625	2596	707	205
0.15261676287730874	0.3383720930232559	0.31853669267674517	0.2798292298980811	0.27019927343128797	0.5008605851979346	0.585872460219856	0.4722000183704514	0.14884621086310618	0.25548726953467954	0.25548726953467954	0.2498766466508402	0.09751086822045958	0.20363890832750176	0.21829210429002788	0.20258299946314226	0.04105571847507331	0	7	44523	2698	703	209
0.15196111091545558	0.33390705679862304	0.31923108903687164	0.2752195426989736	0.2354218908221439	0.4817880794701987	0.5485845021905515	0.4478999830719868	0.15254274868336326	0.25548726953467954	0.25548726953467954	0.252467066983196	0.09670762013301504	0.20041322314049587	0.21557563695903015	0.20073995305512513	0.04105571847507331	0	8	44435	2786	696	216
0.15194939361603882	0.3352208380520952	0.32059104759261114	0.2766015132243976	0.22828106424680306	0.47208931419457734	0.5440690262820179	0.4525034310335652	0.15526922467925752	0.2598770851624232	0.2598770851624232	0.2524181911278685	0.09668531306935592	0.20136054421768707	0.21748461647028183	0.201124130873589	0.03812316715542522	0	9	44319	2902	693	219
