f1_micro	f1_micro_oob	f1_macro	f1_macro_oob	f1_weighted	f1_weighted_oob	f1_samples	f1_samples_oob	precision_micro	precision_micro_oob	precision_macro	precision_macro_oob	precision_weighted	precision_weighted_oob	precision_samples	precision_samples_oob	recall_micro	recall_micro_oob	recall_macro	recall_macro_oob	recall_weighted	recall_weighted_oob	recall_samples	recall_samples_oob	jaccard_micro	jaccard_micro_oob	jaccard_macro	jaccard_macro_oob	jaccard_weighted	jaccard_weighted_oob	jaccard_samples	jaccard_samples_oob	matthews_corrcoef_micro	matthews_corrcoef_micro_oob	matthews_corrcoef_macro	matthews_corrcoef_macro_oob	matthews_corrcoef_weighted	matthews_corrcoef_weighted_oob	matthews_corrcoef_samples	matthews_corrcoef_samples_oob	average_precision_micro	average_precision_micro_oob	average_precision_macro	average_precision_macro_oob	average_precision_weighted	average_precision_weighted_oob	average_precision_samples	average_precision_samples_oob	roc_auc_micro	roc_auc_micro_oob	roc_auc_macro	roc_auc_macro_oob	roc_auc_weighted	roc_auc_weighted_oob	roc_auc_samples	roc_auc_samples_oob	neg_hamming_loss_micro	neg_hamming_loss_micro_oob	neg_hamming_loss_macro	neg_hamming_loss_macro_oob	neg_hamming_loss_weighted	neg_hamming_loss_weighted_oob	neg_hamming_loss_samples	neg_hamming_loss_samples_oob	label_ranking_average_precision_score	label_ranking_average_precision_score_oob	neg_label_ranking_loss	neg_label_ranking_loss_oob	neg_coverage_error	neg_coverage_error_oob	ndgc	ndgc_oob	fold	level	tn	fp	fn	tp
0.7884615384615384		0.7884615384615384		0.7584249084249084		0.7884615384615384		0.7884615384615384		0.7884615384615384		0.7584249084249084		0.7884615384615384		0.7884615384615384		0.7884615384615384		0.7584249084249084		0.7884615384615384		0.6507936507936508		0.6583639330885352		0.6137584270754406		0.6628205128205126		0.35524138763617696		0.2129986259836928		0.2764927297683085		0.16346153846153846		0.8774604859232619		0.8843629419424147		0.9254440512006324		0.8782051282051282		0.9205940897259225		0.974756410069713		0.9740546989667472		0.873397435897436		-0.21153846153846154		-0.21153846153846154		-0.24157509157509155		-0.21153846153846154		0.8782051282051282		-0.1266025641025641		-1.3942307692307692		0.9093299904230281		0	0	1242	0	85	0
0.875		0.8750000000000001		0.8708791208791209		0.875		0.875		0.8750000000000001		0.8708791208791209		0.875		0.875		0.8750000000000001		0.8708791208791209		0.875		0.7777777777777778		0.7884677289554161		0.7829527948311145		0.8025641025641025		0.6554212605441323		0.418394360668223		0.5429712178517465		0.516025641025641		0.908961220415985		0.8818387316317101		0.9339566028612369		0.9102564102564101		0.9426121574031542		0.9737585695927731		0.9760108318996104		0.8990384615384617		-0.125		-0.125		-0.12912087912087913		-0.125		0.9102564102564104		-0.10096153846153846		-1.3173076923076923		0.9331403845164336		0	1	1242	0	85	0
0.8798076923076923		0.8798076923076924		0.8771062271062271		0.8798076923076923		0.8798076923076923		0.8798076923076924		0.8771062271062271		0.8798076923076923		0.8798076923076923		0.8798076923076924		0.8771062271062271		0.8798076923076923		0.7854077253218884		0.7969216305266608		0.7939171100481455		0.8102564102564102		0.6696728008965075		0.429228863004411		0.5570022581390168		0.5352564102564102		0.9067909114567695		0.8754712401519661		0.9301644112100254		0.9118589743589745		0.9398866942275302		0.9680425374461371		0.9742590822714062		0.9022435897435899		-0.1201923076923077		-0.1201923076923077		-0.12289377289377289		-0.1201923076923077		0.9118589743589743		-0.09775641025641026		-1.3076923076923077		0.9343993244546207		0	2	1242	0	85	0
0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.796976241900648		0.8073905787328679		0.8065113370789421		0.823076923076923		0.689166328949764		0.4911649481186319		0.6267157806976624		0.5705128205128205		0.9036869612815324		0.8713674671185613		0.9298917229601674		0.9118589743589745		0.9384167815035983		0.9668108707062264		0.9737966263766172		0.9022435897435899		-0.11298076923076923		-0.11298076923076925		-0.11437728937728939		-0.11298076923076923		0.9118589743589743		-0.09775641025641026		-1.3076923076923077		0.9343993244546207		0	3	1242	0	85	0
0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.796976241900648		0.8073905787328679		0.8065113370789421		0.823076923076923		0.689166328949764		0.4911649481186319		0.6267157806976624		0.5705128205128205		0.9122874725229294		0.8704907336334439		0.9312864655347318		0.9118589743589745		0.9444189251263206		0.9700470908293994		0.9769025930948007		0.9022435897435899		-0.11298076923076923		-0.11298076923076925		-0.11437728937728939		-0.11298076923076923		0.9118589743589743		-0.09775641025641026		-1.3076923076923077		0.9343993244546207		0	4	1242	0	85	0
0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.796976241900648		0.8073905787328679		0.8065113370789421		0.823076923076923		0.689166328949764		0.4911649481186319		0.6267157806976624		0.5705128205128205		0.9073929768301968		0.8650637123884348		0.9246310285426889		0.9118589743589745		0.9423671719491655		0.9682110553077421		0.9746346861361405		0.9022435897435899		-0.11298076923076923		-0.11298076923076925		-0.11437728937728939		-0.11298076923076923		0.9118589743589743		-0.09775641025641026		-1.3076923076923077		0.9343993244546207		0	5	1242	0	85	0
0.8846153846153846		0.8846153846153847		0.8824175824175825		0.8846153846153846		0.8846153846153846		0.8846153846153847		0.8824175824175825		0.8846153846153846		0.8846153846153846		0.8846153846153847		0.8824175824175825		0.8846153846153846		0.7931034482758621		0.8028907518031344		0.8005115678392972		0.8192307692307691		0.6821178314775631		0.4856155420441694		0.619316572598379		0.5608974358974359		0.9095677394202091		0.8778704243118745		0.9349215855601974		0.9094551282051283		0.9430408819476344		0.9723880411293261		0.9763433025690373		0.8998397435897437		-0.11538461538461539		-0.11538461538461539		-0.11758241758241758		-0.11538461538461539		0.9094551282051282		-0.1001602564102564		-1.3076923076923077		0.9322234169014387		0	6	1242	0	85	0
0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.8870192307692307		0.8870192307692308		0.8856227106227106		0.8870192307692307		0.796976241900648		0.8073905787328679		0.8065113370789421		0.823076923076923		0.689166328949764		0.4911649481186319		0.6267157806976624		0.5705128205128205		0.912025035296495		0.876504938421947		0.9365533446017275		0.9094551282051283		0.943285867401623		0.9715002647048954		0.9773938984146425		0.8998397435897437		-0.11298076923076923		-0.11298076923076925		-0.11437728937728939		-0.11298076923076923		0.9094551282051282		-0.1001602564102564		-1.3076923076923077		0.9322234169014387		0	7	1242	0	85	0
0.8846153846153846		0.8846153846153847		0.8824175824175825		0.8846153846153846		0.8846153846153846		0.8846153846153847		0.8824175824175825		0.8846153846153846		0.8846153846153846		0.8846153846153847		0.8824175824175825		0.8846153846153846		0.7931034482758621		0.8028907518031344		0.8005115678392972		0.8192307692307691		0.6821178314775631		0.4856155420441694		0.619316572598379		0.5608974358974359		0.9095072494504199		0.8678256302169672		0.9307340386764985		0.9094551282051283		0.9413566069514623		0.9669011783902925		0.975445405524937		0.8998397435897437		-0.11538461538461539		-0.11538461538461539		-0.11758241758241758		-0.11538461538461539		0.9094551282051282		-0.1001602564102564		-1.3076923076923077		0.9322234169014387		0	8	1242	0	85	0
0.8846153846153846		0.8846153846153847		0.8824175824175825		0.8846153846153846		0.8846153846153846		0.8846153846153847		0.8824175824175825		0.8846153846153846		0.8846153846153846		0.8846153846153847		0.8824175824175825		0.8846153846153846		0.7931034482758621		0.8028907518031344		0.8005115678392972		0.8192307692307691		0.6821178314775631		0.4856155420441694		0.619316572598379		0.5608974358974359		0.9089504498798762		0.8692408548323309		0.9297221127680824		0.9094551282051283		0.9399173174092789		0.9675028993410826		0.9744914839277209		0.8998397435897437		-0.11538461538461539		-0.11538461538461539		-0.11758241758241758		-0.11538461538461539		0.9094551282051282		-0.1001602564102564		-1.3076923076923077		0.9322234169014387		0	9	1242	0	85	0
