f1_macro	f1_micro	f1_weighted	f1_samples	precision_macro	precision_micro	precision_weighted	precision_samples	recall_macro	recall_micro	recall_weighted	recall_samples	jaccard_macro	jaccard_micro	jaccard_weighted	jaccard_samples	accuracy	fold	level	tn	fp	fn	tp
0.0038953215670221595	0.012814940030588423	0.00989012526398443	0.015447161120549002	0.01882298976749113	0.9255813953488372	0.16003230948981922	0.06686846734968437	0.0029593937321378077	0.006452135851503607	0.006452135851503607	0.009844430629473462	0.0028953306831840005	0.0064487904467164636	0.006352606428451404	0.009654526427515213	0.0006209251785159888	0	0	12420340	0	49329	0
0.004865558733769457	0.024153816622944527	0.020406353003067305	0.024928219681162274	0.027907047444945893	0.9085439229843562	0.22011269398163624	0.1280266406469449	0.0034470665437704114	0.012239604441922671	0.012239604441922671	0.01508258517592465	0.0033849358551411627	0.012224542996389308	0.012076639897220092	0.014837124996999962	0.0006209251785159888	0	1	12420340	0	49329	0
0.005692214160886346	0.03437311202263983	0.029331965797819826	0.03361336912325618	0.03206894803553449	0.8911788953009069	0.24120241397391914	0.16649739063585692	0.0039611818041645685	0.017524519737375375	0.017524519737375375	0.02010297733768018	0.0038863549340145648	0.01748709901806946	0.01723832983551806	0.01982490160892396	0.0006209251785159888	0	2	12420340	0	49329	0
0.005270893241597385	0.03582487732837883	0.03068111635432491	0.03430725166273326	0.030213631657802983	0.8757763975155279	0.23026562208479376	0.1794673349004302	0.0035750652463572593	0.018286455378130825	0.018286455378130825	0.020209042568347827	0.00351842964593932	0.018239146252728596	0.0179619743660054	0.01994162504644827	0.0006209251785159888	0	3	12420340	0	49329	0
0.005983024183890275	0.04054631490654723	0.03431103505132379	0.03832051384738501	0.027131338816380978	0.8528628495339547	0.20859410668557352	0.19263772465417917	0.004123682502637405	0.020766799059738997	0.020766799059738997	0.022858006470865035	0.004029249979695455	0.02069266306981553	0.020261192143480804	0.022460353614879313	0.0006209251785159888	0	4	12420340	0	49329	0
0.005914746267053471	0.04306273004438968	0.036227821334171025	0.04086864243170181	0.023520634100849383	0.842398022249691	0.1893656335994038	0.20931461687438094	0.004120734163614398	0.02209613358190808	0.02209613358190808	0.02421313086428492	0.00402309278573893	0.022005166289958022	0.021507609420627734	0.0238087101434477	0.0006209251785159888	0	5	12420340	0	49329	0
0.006125400410255011	0.042128217688794774	0.03557198317936598	0.03974764841858841	0.026116921217153123	0.8341677096370463	0.20072912733098397	0.20180031341937582	0.004328829630465103	0.021609791683553536	0.021609791683553536	0.02368885512664399	0.004214408602117148	0.02151735270379338	0.021026087798844115	0.023256945869145982	0.0006209251785159888	0	6	12420340	0	49329	0
0.006118507742863586	0.044417104370731396	0.03748122572752937	0.04171205466381339	0.026305811834284713	0.8214702450408401	0.1999947403668289	0.21120769947221357	0.0042799850506203534	0.022825646429439895	0.022825646429439895	0.024734948503889326	0.004171228908991282	0.022712974464035102	0.022161429463723136	0.024327831596988304	0.0006209251785159888	0	7	12420340	0	49329	0
0.006419730650801003	0.04698768620287847	0.03950583075954167	0.04427390038929633	0.02878881422061918	0.8193300384404174	0.2089661242139421	0.22635162105823392	0.004464604531112907	0.02418740374483262	0.02418740374483262	0.026200893691356964	0.0043403441779100715	0.024059083432773246	0.02341385289242074	0.025739836084625285	0.0006209251785159888	0	8	12420340	0	49329	0
0.006513064699057577	0.049477406679764246	0.041545212070455376	0.04577686717668068	0.029511468763150372	0.811340206185567	0.21233538368138757	0.2209530215894699	0.004513462479594723	0.025516738267001703	0.025516738267001703	0.027278432155399917	0.0044097044828066735	0.025366231003529353	0.024647120356273214	0.02677142467275555	0.0006209251785159888	0	9	12420340	0	49329	0
0.0035810675092905046	0.013134597431027266	0.010478139638118006	0.015678479138446885	0.01880472021061007	0.9251700680272109	0.16921802053155507	0.07378586951700891	0.0026610396773055992	0.006614249817621788	0.006614249817621788	0.009944689650742508	0.0026029916157066938	0.006610713244110308	0.00651752838731476	0.009717734380882264	0.0009313877677739833	1	0	12420340	0	49118	0
0.004813825122130505	0.02667561178199476	0.022739199415658204	0.026707947724204463	0.02296197270746162	0.9085963003264418	0.19631994997566699	0.14672720687157195	0.0033765395872752527	0.01353651617086812	0.01353651617086812	0.0160020571527728	0.003304613975727794	0.013518107788696596	0.013348422070255819	0.015707129396847406	0.0006209251785159888	1	1	12420340	0	49118	0
0.005579276100943788	0.033312652126187184	0.028274110645764378	0.03289364153352162	0.027490572152109934	0.8918228279386712	0.21153241318667018	0.1806155536829241	0.003957824358081741	0.01697333225257356	0.01697333225257356	0.019774471773492806	0.0038683325353245906	0.016938458551737527	0.016692334020403446	0.019415122450682745	0.0006209251785159888	1	2	12420340	0	49118	0
0.005925137373593388	0.03889804717220391	0.033074033944134544	0.03705480157744554	0.02703075064681385	0.8745545260156807	0.20850306082065598	0.19791349428108201	0.0041234831370561475	0.019891383642700818	0.019891383642700818	0.022099349681623415	0.004040652880090354	0.01983479090218393	0.019518734568340742	0.02172383024665194	0.0006209251785159888	1	3	12420340	0	49118	0
0.005751705792521956	0.04236819223776776	0.03625850524036474	0.03912218363114517	0.023386669865917056	0.8535031847133758	0.1898707324652387	0.20746366848509037	0.0038894789710993793	0.021723271459836265	0.021723271459836265	0.02312238381321249	0.0038022515492719044	0.02164257449729468	0.021229351303786267	0.02272963053631758	0.0006209251785159888	1	4	12420340	0	49118	0
0.006106012646060457	0.042457676683053294	0.03631956808898501	0.039450022289712144	0.025816256455178547	0.8510773130544994	0.20260961627653917	0.2108985920767976	0.004174535204981957	0.02177190564967172	0.02177190564967172	0.023421751296063803	0.004083424975750011	0.021689276485788115	0.021283209770339668	0.023063293416694938	0.0006209251785159888	1	5	12420340	0	49118	0
0.006117144216190552	0.0473714069591528	0.03988177610326488	0.044099774600454854	0.025912046314986826	0.8486730660643704	0.20762221717266954	0.2262443143458356	0.004322879175137587	0.024365729107562618	0.024365729107562618	0.026106664746530606	0.004218453839078528	0.02426032637644666	0.02373177382067868	0.02567594331914487	0.0006209251785159888	1	6	12420340	0	49118	0
0.0064370073775697825	0.04798134933761795	0.04054296627926257	0.04448216857381655	0.026799141658498893	0.8470522803114572	0.20778970539360667	0.22700938286936426	0.004497971452934087	0.02468995703979898	0.02468995703979898	0.0263623368947047	0.004390298516955371	0.024580374435119432	0.024035256490495874	0.025969085200150885	0.0006209251785159888	1	7	12420340	0	49118	0
0.006712101936346453	0.052012500588909646	0.04354136641885853	0.047535476980915	0.029604222597747053	0.8313253012048193	0.22335754150089573	0.23532177229786666	0.004673266495994602	0.026846072789170786	0.026846072789170786	0.028232774020678364	0.0045547496214973955	0.026700633656342208	0.025994313567378365	0.027703651119697886	0.0003104625892579944	1	8	12420340	0	49118	0
0.006832017101460686	0.05170003926187672	0.04328415804670453	0.04764065740733525	0.03101642927531073	0.8271356783919598	0.2388989980570386	0.23509003415088478	0.004828626319450432	0.026683958823052606	0.026683958823052606	0.028480934404966917	0.004674562847472125	0.026535975108417032	0.02580778482788443	0.027877966707581147	0.0003104625892579944	1	9	12420340	0	49118	0
0.003928064279689029	0.012528382099550718	0.009760781800358132	0.0153863262450913	0.01882124315366673	0.9396135265700483	0.15906545207089864	0.05965834331248799	0.0029468899465469336	0.006306233281997244	0.006306233281997244	0.009935832219900872	0.0028832584057271494	0.006303678496191865	0.006214439709290981	0.009638698272911533	0.0009313877677739833	2	0	12420340	0	48909	0
0.00488441118498152	0.022608277960131293	0.01907768327051719	0.02373688292606966	0.02796051412553454	0.9168831168831169	0.21313854487201214	0.11966447864460904	0.0034883517781709927	0.011445246007943584	0.011445246007943584	0.014673890538685983	0.0034208795656367743	0.01143338353657549	0.011300178267683206	0.014385938207353849	0.0006209251785159888	2	1	12420340	0	48909	0
