f1_macro	f1_micro	f1_weighted	f1_samples	precision_macro	precision_micro	precision_weighted	precision_samples	recall_macro	recall_micro	recall_weighted	recall_samples	jaccard_macro	jaccard_micro	jaccard_weighted	jaccard_samples	accuracy	fold	level	tn	fp	fn	tp
0.6036971504730618	0.6072423398328691	0.6002262516197245	0.5165266106442576	0.825751879699248	0.7898550724637681	0.8182359178489208	0.5882352941176471	0.49321129885646015	0.49321266968325794	0.49321266968325794	0.5014005602240896	0.4398610976957833	0.436	0.43538423587045466	0.45098039215686275	0.24369747899159663	0	0	1957	0	181	0
0.6362421388248408	0.6376021798365122	0.6297100871763918	0.5445378151260505	0.8380413945231809	0.8013698630136986	0.8297458606741673	0.6106442577030813	0.5326015531660693	0.5294117647058824	0.5294117647058824	0.5336134453781513	0.4740414748274788	0.468	0.4665111641993876	0.48039215686274506	0.2773109243697479	0	1	1957	0	181	0
0.6362421388248408	0.6376021798365122	0.6297100871763918	0.5445378151260505	0.8380413945231809	0.8013698630136986	0.8297458606741673	0.6106442577030813	0.5326015531660693	0.5294117647058824	0.5294117647058824	0.5336134453781513	0.4740414748274788	0.468	0.4665111641993876	0.48039215686274506	0.2773109243697479	0	2	1957	0	181	0
0.6258911731084728	0.6304347826086957	0.6221225014476514	0.5358543417366947	0.8203427361124483	0.7891156462585034	0.81677218346811	0.5994397759103642	0.5264287136598965	0.5248868778280543	0.5248868778280543	0.5294117647058824	0.4619177747727443	0.4603174603174603	0.4576241080506681	0.47058823529411764	0.2605042016806723	0	3	1957	0	181	0
0.6240550505507961	0.6287262872628727	0.6207765654551463	0.5372549019607843	0.8137895885376288	0.7837837837837838	0.8119685187300071	0.6036414565826331	0.5264287136598964	0.5248868778280543	0.5248868778280543	0.5294117647058824	0.4590380318485075	0.45849802371541504	0.45551316527362573	0.469187675070028	0.25210084033613445	0	4	1957	0	181	0
0.6240550505507961	0.6287262872628727	0.6207765654551463	0.5372549019607843	0.8137895885376288	0.7837837837837838	0.8119685187300071	0.6036414565826331	0.5264287136598964	0.5248868778280543	0.5248868778280543	0.5294117647058824	0.4590380318485075	0.45849802371541504	0.45551316527362573	0.469187675070028	0.25210084033613445	0	5	1957	0	181	0
0.6228647402572248	0.6267029972752044	0.6186314058734336	0.5333333333333333	0.8197106411692078	0.7876712328767124	0.8158186417751765	0.5980392156862745	0.5222620469932299	0.5203619909502263	0.5203619909502263	0.5252100840336135	0.4580225001878146	0.45634920634920634	0.45346155885769296	0.4677871148459384	0.2605042016806723	0	6	1957	0	181	0
0.6129759977597867	0.6191780821917807	0.6113826444047231	0.5285714285714286	0.8165573330623394	0.7847222222222222	0.8135071670543046	0.5952380952380953	0.5099163679808841	0.5113122171945701	0.5113122171945701	0.5182072829131652	0.44807096673794966	0.44841269841269843	0.44616676963200014	0.46358543417366943	0.25210084033613445	0	7	1957	0	181	0
0.6154573328498175	0.6212534059945505	0.6132015416200398	0.5260504201680672	0.8104513819099486	0.7808219178082192	0.8090313114584344	0.5868347338935574	0.516089207487057	0.5158371040723982	0.5158371040723982	0.5210084033613446	0.44995798405878235	0.4505928853754941	0.44755001309794984	0.4607843137254902	0.25210084033613445	0	8	1957	0	181	0
0.6157793940414439	0.6212534059945505	0.6134376226745353	0.5291316526610644	0.8114260407793443	0.7808219178082192	0.8097457672812495	0.5938375350140056	0.516089207487057	0.5158371040723982	0.5158371040723982	0.5210084033613446	0.4495872017080222	0.4505928853754941	0.44727821789060535	0.46218487394957986	0.25210084033613445	0	9	1957	0	181	0
