f1_macro	f1_micro	f1_weighted	f1_samples	precision_macro	precision_micro	precision_weighted	precision_samples	recall_macro	recall_micro	recall_weighted	recall_samples	jaccard_macro	jaccard_micro	jaccard_weighted	jaccard_samples	accuracy	fold	level	tn	fp	fn	tp
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	422667	1546	2425	131
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1	420337	3876	2301	255
0.0261870086423538	0.0224188790560472	0.017649252266944616	0.003720658249702368	0.06326173826173825	0.19689119170984457	0.11792029955933615	0.0028565097183518235	0.022468099044620993	0.0118861432593056	0.0118861432593056	0.006049908424908424	0.014459404300877941	0.011336515513126491	0.009501750729375284	0.002260455818336253	0.0	0	2	416572	7641	2228	328
0.0532364822161809	0.06929861402771945	0.05331862626098804	0.01019824992033313	0.06392808916342549	0.10543130990415335	0.1323384446903482	0.007600135557003148	0.09852497748291801	0.051610885204879574	0.051610885204879574	0.030397539960039962	0.029428077125334375	0.03589297367848597	0.02950303408749187	0.005995486925642233	0.0	0	3	413043	11170	2179	377
0.05769523164969324	0.07320793085917641	0.06207453686809742	0.01072830001819784	0.06838721857515605	0.07988165680473373	0.1276743213030444	0.007231567491839401	0.12528191725993867	0.06756334063184236	0.06756334063184236	0.040213746901246905	0.03150571574166867	0.03799472295514512	0.03428545015681625	0.006246565448448116	0.0	0	4	410552	13661	2136	420
0.06046330318649962	0.0746850629874025	0.06750135920229688	0.013348521384018616	0.06979791856263468	0.07173725151253241	0.12820494004814345	0.010936013437919808	0.13895306512904587	0.07788551767281826	0.07788551767281826	0.04827553465053465	0.03292618264947599	0.038791088954665834	0.03741000015635961	0.007972157159548762	0.0	0	5	408642	15571	2123	433
0.05955422506084112	0.07413464159171437	0.07138812975194478	0.01290073471763168	0.06555070258152085	0.06568461724221203	0.12885669103353883	0.010956742290823506	0.1473837976108555	0.08507976227713482	0.08507976227713482	0.051915746290746294	0.03240406046418581	0.038494197565808096	0.03970736662746017	0.007687198158813701	0.0	0	6	407077	17136	2111	445
0.06084167178731833	0.07628004179728319	0.07760778090112101	0.01314824837957332	0.06941482726938686	0.06548553487328998	0.13037367209138387	0.011077972199830123	0.14830346808265213	0.09133562715045355	0.09133562715045355	0.05926068376068377	0.033126510909671586	0.039652362846279196	0.043653976022900956	0.007710060850247169	0.0	0	7	406531	17682	2105	451
0.062132448710389185	0.07796217676572752	0.07816299606174494	0.01360656959858664	0.06947689997334887	0.06621503496503496	0.12848732600151608	0.010523749398749399	0.15525607389998328	0.09477635283077886	0.09477635283077886	0.06158012820512821	0.03406442927973616	0.040562248995983936	0.04414581299807513	0.008259941250503146	0.0008333333333333334	0	8	406293	17920	2103	453
0.058599617473056205	0.07559870550161812	0.07508290015454086	0.01171474796587626	0.06460154923861124	0.06448763250883392	0.1275802011197372	0.009906609628624554	0.14993953182866984	0.09133562715045355	0.09133562715045355	0.05776068376068376	0.03199274043748191	0.039284272837346965	0.04227823591389238	0.006919358256935079	0.0	0	9	406082	18131	2101	455
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	422709	1504	2419	119
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	420722	3491	2293	245
0.007239692931182292	0.007995079950799509	0.007226561026849196	0.0021923906989696463	0.03406593406593407	0.23636363636363636	0.10079762277134814	0.0041898148148148155	0.004728919314172771	0.004066312167657179	0.004066312167657179	0.002658068783068783	0.0040303181954035846	0.004013584439641865	0.0038315081485149013	0.0013171423483923483	0.0	1	2	417223	6990	2192	346
0.04274037092163073	0.04909230375862951	0.03875166878388513	0.007352574483479882	0.07895879309079952	0.13445378151260504	0.15153629560522572	0.00641037568187918	0.0483802010201323	0.030028151391929936	0.030028151391929936	0.01691025641025641	0.023926935077380754	0.025163826998689385	0.021174109523849648	0.004460881643279586	0.0	1	3	413314	10899	2136	402
0.06639580173901305	0.07424118129614438	0.06454240821986541	0.01497979679759883	0.08631736772995413	0.10780226325193568	0.15524241746532041	0.01225806727612146	0.09064613561655846	0.05661557710353456	0.05661557710353456	0.03693018786768787	0.036990307066654717	0.03855165069222577	0.03565746131851782	0.009476761306042717	0.0	1	4	410212	14001	2096	442
