f1_micro	f1_micro_oob	f1_macro	f1_macro_oob	f1_weighted	f1_weighted_oob	f1_samples	f1_samples_oob	precision_micro	precision_micro_oob	precision_macro	precision_macro_oob	precision_weighted	precision_weighted_oob	precision_samples	precision_samples_oob	recall_micro	recall_micro_oob	recall_macro	recall_macro_oob	recall_weighted	recall_weighted_oob	recall_samples	recall_samples_oob	jaccard_micro	jaccard_micro_oob	jaccard_macro	jaccard_macro_oob	jaccard_weighted	jaccard_weighted_oob	jaccard_samples	jaccard_samples_oob	matthews_corrcoef_micro	matthews_corrcoef_micro_oob	matthews_corrcoef_macro	matthews_corrcoef_macro_oob	matthews_corrcoef_weighted	matthews_corrcoef_weighted_oob	matthews_corrcoef_samples	matthews_corrcoef_samples_oob	average_precision_micro	average_precision_micro_oob	average_precision_macro	average_precision_macro_oob	average_precision_weighted	average_precision_weighted_oob	average_precision_samples	average_precision_samples_oob	roc_auc_micro	roc_auc_micro_oob	roc_auc_macro	roc_auc_macro_oob	roc_auc_weighted	roc_auc_weighted_oob	roc_auc_samples	roc_auc_samples_oob	neg_hamming_loss_micro	neg_hamming_loss_micro_oob	neg_hamming_loss_macro	neg_hamming_loss_macro_oob	neg_hamming_loss_weighted	neg_hamming_loss_weighted_oob	neg_hamming_loss_samples	neg_hamming_loss_samples_oob	label_ranking_average_precision_score	label_ranking_average_precision_score_oob	neg_label_ranking_loss	neg_label_ranking_loss_oob	neg_coverage_error	neg_coverage_error_oob	ndgc	ndgc_oob	fold	level	tn	fp	fn	tp
0.7591036414565826		0.7591036414565826		0.738545191832389		0.7591036414565827		0.7591036414565826		0.7591036414565826		0.738545191832389		0.7591036414565827		0.7591036414565826		0.7591036414565826		0.738545191832389		0.7591036414565827		0.6117381489841986		0.6190946743680167		0.5925458817845503		0.6372549019607842		0.38038644065869986		0.35966709205524894		0.3323478343282063		0.29310993645675226		0.7272257149749992		0.7597431521232568		0.7555592860755445		0.83375350140056		0.8832156985122025		0.8718066582709755		0.8629887271839101		0.8789449112978523		-0.24089635854341737		-0.2408963585434174		-0.26145480816761096		-0.24089635854341732		0.8337535014005601		-0.12105508870214753		-2.5546218487394956		0.8874490658109286		0	0	1957	0	181	0
0.8165266106442577		0.8165266106442576		0.7990417886611658		0.8165266106442579		0.8165266106442577		0.8165266106442576		0.7990417886611658		0.8165266106442579		0.8165266106442577		0.8165266106442576		0.7990417886611658		0.8165266106442579		0.6899408284023668		0.6961731338200372		0.6713938773839151		0.7154861944777908		0.547008550197044		0.5543842424304136		0.530761450629356		0.5068452471755028		0.7686978751741609		0.77210621684754		0.7702166957743938		0.8437441643323996		0.8919625893733996		0.8782335702575046		0.8707703456036198		0.8760971055088702		-0.18347338935574228		-0.18347338935574228		-0.20095821133883415		-0.18347338935574226		0.8437441643323995		-0.12390289449112978		-2.5210084033613445		0.8934607726911787		0	1	1943	14	157	24
0.8249299719887955		0.8249299719887954		0.8088900718658504		0.8249299719887955		0.8249299719887955		0.8249299719887954		0.8088900718658504		0.8249299719887955		0.8249299719887955		0.8249299719887954		0.8088900718658504		0.8249299719887955		0.7020262216924911		0.7079020594401416		0.6847284935348366		0.7274909963985592		0.5696275313531857		0.5747016070265383		0.5537047820216264		0.5321806342685058		0.7604277741528542		0.766020842455358		0.7627386417789712		0.8414098972922501		0.886639193046543		0.8738465426051182		0.8658089435753005		0.8736928104575162		-0.17507002801120447		-0.1750700280112045		-0.1911099281341496		-0.1750700280112045		0.8414098972922504		-0.12630718954248368		-2.546218487394958		0.8927861065937632		0	2	1937	20	148	33
0.8249299719887955		0.8249299719887954		0.8088900718658504		0.8249299719887955		0.8249299719887955		0.8249299719887954		0.8088900718658504		0.8249299719887955		0.8249299719887955		0.8249299719887954		0.8088900718658504		0.8249299719887955		0.7020262216924911		0.7079020594401416		0.6847284935348366		0.7274909963985592		0.5696275313531857		0.5747016070265383		0.5537047820216264		0.5321806342685058		0.7568643128550488		0.7640041286414977		0.7632236077098732		0.8281979458450046		0.8853450570429452		0.8747729092927137		0.8670865300935876		0.8579131652661065		-0.17507002801120447		-0.1750700280112045		-0.1911099281341496		-0.1750700280112045		0.828197945845005		-0.14208683473389355		-2.6134453781512605		0.882119578840508		0	3	1937	20	143	38
0.8249299719887955		0.8249299719887954		0.8090421689037606		0.8249299719887955		0.8249299719887955		0.8249299719887954		0.8090421689037606		0.8249299719887955		0.8249299719887955		0.8249299719887954		0.8090421689037606		0.8249299719887955		0.7020262216924911		0.7076350566034283		0.6847351314363916		0.7280912364945976		0.5699506185754825		0.5753224341342004		0.5546198242751545		0.532682652630569		0.7501716523570431		0.7613614441646969		0.7597099244100904		0.8367413632119515		0.8831330940864409		0.8698435526800107		0.8627100356559065		0.8620214752567693		-0.17507002801120447		-0.1750700280112045		-0.1909578310962394		-0.1750700280112045		0.8367413632119516		-0.13797852474323063		-2.6050420168067228		0.8888579785587666		0	4	1936	21	141	40
0.8277310924369747		0.8277310924369746		0.8120841096619643		0.8277310924369747		0.8277310924369747		0.8277310924369746		0.8120841096619643		0.8277310924369747		0.8277310924369747		0.8277310924369746		0.8120841096619643		0.8277310924369747		0.7060931899641577		0.7116256669320666		0.6890688259109312		0.7322929171668666		0.5772487667401686		0.5822285190816234		0.562119645032537		0.5389851736389724		0.7513094292293034		0.7604379232226818		0.7615312491194005		0.8198879551820728		0.8787183464429617		0.866272847449144		0.8590410474414488		0.8506302521008403		-0.1722689075630252		-0.17226890756302524		-0.18791589033803568		-0.1722689075630252		0.8198879551820729		-0.14936974789915966		-2.6638655462184873		0.87783379514433		0	5	1936	21	141	40
0.8277310924369747		0.8277310924369746		0.8126924978136051		0.8277310924369747		0.8277310924369747		0.8277310924369746		0.8126924978136051		0.8277310924369747		0.8277310924369747		0.8277310924369746		0.8126924978136051		0.8277310924369747		0.7060931899641577		0.7113444551194815		0.6895141681389392		0.7328931572629048		0.5774319145077949		0.5815617688124752		0.562586054071045		0.5388598705795828		0.7493939979801371		0.7585649365223449		0.7583291328384362		0.8250700280112045		0.8768551577285618		0.865380459718253		0.8581163967345132		0.850093370681606		-0.1722689075630252		-0.17226890756302518		-0.18730750218639494		-0.1722689075630252		0.8250700280112045		-0.14990662931839402		-2.6638655462184873		0.8814637298408515		0	6	1936	21	141	40
0.8277310924369747		0.8277310924369746		0.8126924978136051		0.8277310924369747		0.8277310924369747		0.8277310924369746		0.8126924978136051		0.8277310924369747		0.8277310924369747		0.8277310924369746		0.8126924978136051		0.8277310924369747		0.7060931899641577		0.7113444551194815		0.6895141681389392		0.7328931572629048		0.5774319145077949		0.5815617688124752		0.562586054071045		0.5388598705795828		0.7525479242598091		0.763239113044293		0.7643872603948475		0.8254668534080297		0.8756344478811966		0.8666349703758812		0.8592066883084721		0.8512605042016808		-0.1722689075630252		-0.17226890756302518		-0.18730750218639494		-0.1722689075630252		0.82546685340803		-0.14873949579831935		-2.6638655462184873		0.8823107750330262		0	7	1936	21	141	40
0.8249299719887955		0.8249299719887954		0.8108293090992053		0.8249299719887955		0.8249299719887955		0.8249299719887954		0.8108293090992053		0.8249299719887955		0.8249299719887955		0.8249299719887954		0.8108293090992053		0.8249299719887955		0.7020262216924911		0.7069669923320472		0.6865832487019049		0.730972388955582		0.5707019727028416		0.5742998548045474		0.5577320779229549		0.5377467988818209		0.7525313586477755		0.7630118604368809		0.7628361538096882		0.8194211017740429		0.8765614531036319		0.865479397677745		0.8570955476083515		0.8440242763772177		-0.17507002801120447		-0.17507002801120444		-0.18917069090079472		-0.1750700280112045		0.8194211017740429		-0.15597572362278245		-2.7058823529411766		0.8789954567520845		0	8	1936	21	140	41
0.8235294117647058		0.8235294117647057		0.8098026540933114		0.8235294117647057		0.8235294117647058		0.8235294117647057		0.8098026540933114		0.8235294117647057		0.8235294117647058		0.8235294117647057		0.8098026540933114		0.8235294117647057		0.7		0.7045268676601312		0.6847945600283736		0.7285714285714283		0.5672633342262691		0.5702817599063742		0.5547866870926198		0.534658189907314		0.7474105340887874		0.7592435672366372		0.7567451153227405		0.8117880485527543		0.870457903866805		0.8578316483956024		0.8498897649485238		0.8372082166199813		-0.17647058823529413		-0.17647058823529407		-0.19019734590668846		-0.17647058823529416		0.8117880485527547		-0.16279178338001865		-2.722689075630252		0.8722734716528544		0	9	1936	21	140	41
0.7661064425770309		0.7661064425770308		0.7470626259553595		0.766106442577031		0.7661064425770309		0.7661064425770308		0.7470626259553595		0.766106442577031		0.7661064425770309		0.7661064425770308		0.7470626259553595		0.766106442577031		0.6208853575482406		0.6279950674767746		0.6027854858714511		0.6450580232092837		0.4084738600318784		0.38278688517950954		0.35852969725562167		0.29257032668891114		0.7692043833703711		0.7836434399981744		0.7828975968428227		0.8484360410830998		0.8887226602296403		0.8778751711170149		0.8705921763927852		0.8860877684407097		-0.2338935574229692		-0.23389355742296916		-0.2529373740446405		-0.23389355742296916		0.8484360410830999		-0.11391223155929038		-2.53781512605042		0.899237346499376		1	0	1957	0	178	0
0.8109243697478992		0.810924369747899		0.7936423438153543		0.8109243697478992		0.8109243697478992		0.810924369747899		0.7936423438153543		0.8109243697478992		0.8109243697478992		0.810924369747899		0.7936423438153543		0.8109243697478992		0.6819787985865724		0.6876238975719741		0.6635754361321996		0.7066826730692276		0.5322713857025377		0.5421101049349857		0.5198203297203545		0.48810907189905134		0.7864932299034443		0.7904813232097436		0.7899250058772526		0.8679738562091504		0.8984791607390342		0.8869952255879413		0.8814924203533417		0.894561157796452		-0.18907563025210083		-0.18907563025210083		-0.20635765618464583		-0.18907563025210083		0.8679738562091505		-0.10543884220354809		-2.453781512605042		0.9120054565740727		1	1	1942	15	148	30
0.8207282913165266		0.8207282913165265		0.8068747861135404		0.8207282913165266		0.8207282913165266		0.8207282913165265		0.8068747861135404		0.8207282913165266		0.8207282913165266		0.8207282913165265		0.8068747861135404		0.8207282913165266		0.6959619952494062		0.7000939373201008		0.6803118694484585		0.7208883553421367		0.5604557118893098		0.5677342862850282		0.5511126797921201		0.5333721786979254		0.785396147418701		0.7906532171318187		0.7899769844152389		0.8515172735760971		0.898139564766459		0.8888531624852148		0.8831778659791868		0.8836367880485528		-0.1792717086834734		-0.1792717086834734		-0.19312521388645956		-0.17927170868347342		0.8515172735760972		-0.11636321195144723		-2.5210084033613445		0.9013455116522042		1	2	1933	24	141	37
0.8235294117647058		0.8235294117647057		0.8101828966880869		0.823529411764706		0.8235294117647058		0.8235294117647057		0.8101828966880869		0.823529411764706		0.8235294117647058		0.8235294117647057		0.8101828966880869		0.823529411764706		0.7		0.7038835943362098		0.6846900113567352		0.72468987595038		0.5676126410165068		0.5724088406603274		0.5567517951229914		0.541786604764728		0.791190747675015		0.7948170199303796		0.7937063568452155		0.8396591970121381		0.8974603728213083		0.8874111906484207		0.8814172507396634		0.8722222222222222		-0.17647058823529413		-0.17647058823529413		-0.18981710331191304		-0.1764705882352941		0.8396591970121382		-0.12777777777777777		-2.5714285714285716		0.8920303659848009		1	3	1931	26	138	40
