	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.1154003029882752	0.9	0.1794662644591224	0.9
proba_weak	0.1154003029882752	1.0	0.1154003029882752	0.9	0.022660626220582847
embedding_weak	0.9	0.1154003029882752	1.0	0.1794662644591224	0.9
proba	0.1794662644591224	0.9	0.1794662644591224	1.0	0.04090200577890224
embedding	0.9	0.022660626220582847	0.9	0.04090200577890224	1.0
