	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.610810259022071	0.9	0.3744368275294072	0.9
proba_weak	0.610810259022071	1.0	0.9	0.9	0.17946626445912217
embedding_weak	0.9	0.9	1.0	0.7243188684112063	0.6108102590220721
proba	0.3744368275294072	0.9	0.7243188684112063	1.0	0.07047640293822444
embedding	0.9	0.17946626445912217	0.6108102590220721	0.07047640293822444	1.0
