	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.1154003029882762	0.8378224470053401	0.37443682752940766	0.04090200577890224
proba_weak	0.1154003029882762	1.0	0.610810259022071	0.9	0.9
embedding_weak	0.8378224470053401	0.610810259022071	1.0	0.9	0.3744368275294072
proba	0.37443682752940766	0.9	0.9	1.0	0.8378224470053398
embedding	0.04090200577890224	0.9	0.3744368275294072	0.8378224470053398	1.0
