	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.04090200577890224	0.9	0.0013623366408801463	0.37443682752940766
proba_weak	0.04090200577890224	1.0	0.17946626445912217	0.8378224470053398	0.8378224470053398
embedding_weak	0.9	0.17946626445912217	1.0	0.011995854551952512	0.7243188684112062
proba	0.0013623366408801463	0.8378224470053398	0.011995854551952512	1.0	0.2659180922614556
embedding	0.37443682752940766	0.8378224470053398	0.7243188684112062	0.2659180922614556	1.0
