	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.11540030298827397	0.9	0.006071443763657536	0.6108102590220721
proba_weak	0.11540030298827397	1.0	0.07047640293824908	0.8378224470053398	0.8378224470053398
embedding_weak	0.9	0.07047640293824908	1.0	0.002942051328913786	0.4971255268182868
proba	0.006071443763657536	0.8378224470053398	0.002942051328913786	1.0	0.2659180922614556
embedding	0.6108102590220721	0.8378224470053398	0.4971255268182868	0.2659180922614556	1.0
