	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.07047640293821211	0.9	0.1154003029882752	0.9
proba_weak	0.07047640293821211	1.0	0.01199585455195129	0.9	0.2659180922614556
embedding_weak	0.9	0.01199585455195129	1.0	0.022660626220582847	0.7243188684112065
proba	0.1154003029882752	0.9	0.022660626220582847	1.0	0.37443682752940766
embedding	0.9	0.2659180922614556	0.7243188684112065	0.37443682752940766	1.0
