	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.2659180922614556	0.9	0.11540030298827397	0.11540030298827397
proba_weak	0.2659180922614556	1.0	0.37443682752940766	0.9	0.9
embedding_weak	0.9	0.37443682752940766	1.0	0.17946626445912217	0.17946626445912217
proba	0.11540030298827397	0.9	0.17946626445912217	1.0	0.9
embedding	0.11540030298827397	0.9	0.17946626445912217	0.9	1.0
