	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.37443682752940766	0.9	0.7243188684112065	0.9
proba_weak	0.37443682752940766	1.0	0.2659180922614556	0.9	0.07047640293821211
embedding_weak	0.9	0.2659180922614556	1.0	0.610810259022071	0.9
proba	0.7243188684112065	0.9	0.610810259022071	1.0	0.2659180922614556
embedding	0.9	0.07047640293821211	0.9	0.2659180922614556	1.0
