	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.17946626445912217	0.9	0.2659180922614556	0.9
proba_weak	0.17946626445912217	1.0	0.04090200577890224	0.9	0.04090200577890224
embedding_weak	0.9	0.04090200577890224	1.0	0.07047640293821211	0.9
proba	0.2659180922614556	0.9	0.07047640293821211	1.0	0.07047640293821211
embedding	0.9	0.04090200577890224	0.9	0.07047640293821211	1.0
