	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.37443682752940766	0.9	0.04090200577890224	0.37443682752940766
proba_weak	0.37443682752940766	1.0	0.7243188684112065	0.8378224470053398	0.9
embedding_weak	0.9	0.7243188684112065	1.0	0.1794662644591224	0.7243188684112065
proba	0.04090200577890224	0.8378224470053398	0.1794662644591224	1.0	0.8378224470053398
embedding	0.37443682752940766	0.9	0.7243188684112065	0.8378224470053398	1.0
