	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.9	0.9	0.9	0.4971255268182875
proba_weak	0.9	1.0	0.49712552681828726	0.9	0.9
embedding_weak	0.9	0.49712552681828726	1.0	0.7243188684112062	0.11540030298827397
proba	0.9	0.9	0.7243188684112062	1.0	0.7243188684112063
embedding	0.4971255268182875	0.9	0.11540030298827397	0.7243188684112063	1.0
