	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.04090200577890224	0.9	0.17946626445912217	0.9
proba_weak	0.04090200577890224	1.0	0.07047640293824908	0.9	0.022660626220582847
embedding_weak	0.9	0.07047640293824908	1.0	0.26591809226145546	0.9
proba	0.17946626445912217	0.9	0.26591809226145546	1.0	0.11540030298827397
embedding	0.9	0.022660626220582847	0.9	0.11540030298827397	1.0
