	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.2659180922614556	0.9	0.022660626220582847	0.9
proba_weak	0.2659180922614556	1.0	0.11540030298827397	0.8378224470053398	0.49712552681828726
embedding_weak	0.9	0.11540030298827397	1.0	0.006071443763657536	0.9
proba	0.022660626220582847	0.8378224470053398	0.006071443763657536	1.0	0.07047640293821211
embedding	0.9	0.49712552681828726	0.9	0.07047640293821211	1.0
