cv	end	hash	start	dataset	estimator	estimator	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results
fold				name	call	name	fit_time	score_time	test_accuracy	test_f1_macro	test_f1_micro	test_f1_samples	test_f1_weighted	test_jaccard_macro	test_jaccard_micro	test_jaccard_samples	test_jaccard_weighted	test_precision_macro	test_precision_micro	test_precision_samples	test_precision_weighted	test_recall_macro	test_recall_micro	test_recall_samples	test_recall_weighted
4	2023-09-05 19:44:40.065840	ae1bed0168b264020d1a4e850e591d081e3c53a061bbeb80cfbf37811bc407e9	2023-09-05 19:44:14.958133	medical	estimators.cascade_weak_label_proba	proba_weak	20.753799438476562	3.921961784362793	0.10714285714285714	0.14795661402309604	0.2939297124600639	0.17482993197278912	0.2563338669640609	0.09517283606891645	0.17228464419475656	0.1496598639455782	0.1765759839289251	0.22054392975445608	0.5411764705882353	0.181547619047619	0.44276326743432004	0.148007239367716	0.20175438596491227	0.1989795918367347	0.20175438596491227
0	2023-09-05 19:45:59.810687	e16e76dc94a71adb62962e94f115cb885effc592e2dfe903251ac1f33280a961	2023-09-05 19:44:40.103184	medical	estimators.cascade_weak_label_tree_embedder	embedding_weak	74.81078314781189	3.5274875164031982	0.17346938775510204	0.08233302554632195	0.3274021352313167	0.1930272108843537	0.24114916921934465	0.059944178628389154	0.19574468085106383	0.17346938775510204	0.19543164983164985	0.1518796992481203	0.8214285714285714	0.21853741496598636	0.3627089947089947	0.06632377703898795	0.20444444444444446	0.1879251700680272	0.20444444444444446
1	2023-09-05 19:45:59.810687	e16e76dc94a71adb62962e94f115cb885effc592e2dfe903251ac1f33280a961	2023-09-05 19:44:40.103184	medical	estimators.cascade_weak_label_tree_embedder	embedding_weak	75.16408944129944	3.7429020404815674	0.20408163265306123	0.09464181043128413	0.35738831615120276	0.22346938775510203	0.2752759668315224	0.06867712760161274	0.2175732217573222	0.2066326530612245	0.22	0.22017543859649125	0.7878787878787878	0.24574829931972791	0.4965185185185185	0.072373475389321	0.2311111111111111	0.22108843537414963	0.2311111111111111
2	2023-09-05 19:45:59.810687	e16e76dc94a71adb62962e94f115cb885effc592e2dfe903251ac1f33280a961	2023-09-05 19:44:40.103184	medical	estimators.cascade_weak_label_tree_embedder	embedding_weak	74.92328715324402	3.8353655338287354	0.1836734693877551	0.11365907488581677	0.389261744966443	0.24829931972789115	0.2915160601172038	0.08294200413313986	0.24166666666666667	0.22448979591836735	0.2383778398799358	0.23644338118022326	0.8055555555555556	0.2755102040816326	0.4387570394207562	0.09452229836280611	0.25663716814159293	0.24489795918367346	0.25663716814159293
3	2023-09-05 19:45:59.810687	e16e76dc94a71adb62962e94f115cb885effc592e2dfe903251ac1f33280a961	2023-09-05 19:44:40.103184	medical	estimators.cascade_weak_label_tree_embedder	embedding_weak	75.7368106842041	3.6745848655700684	0.20103092783505155	0.15506646986492245	0.38410596026490074	0.24845360824742269	0.3033601448181	0.11236215538847119	0.23770491803278687	0.227233676975945	0.24221481481481483	0.30358504958047294	0.7532467532467533	0.2603092783505155	0.5498228663446055	0.12309241156063398	0.2577777777777778	0.25859106529209624	0.2577777777777778
4	2023-09-05 19:45:59.810687	e16e76dc94a71adb62962e94f115cb885effc592e2dfe903251ac1f33280a961	2023-09-05 19:44:40.103184	medical	estimators.cascade_weak_label_tree_embedder	embedding_weak	75.45603084564209	3.5085256099700928	0.1989795918367347	0.11213616471940054	0.3946488294314381	0.24914965986394555	0.2874443224988162	0.08158051822042195	0.24583333333333332	0.22874149659863943	0.23899033016242968	0.20334490071332176	0.8428571428571429	0.2755102040816326	0.45248892301294047	0.09247993721677931	0.2576419213973799	0.244047619047619	0.2576419213973799
0	2023-09-05 19:46:20.774956	3463a15f321202c1933f0a228f67fc973550c2959f673c03a20c2d136f5c6c25	2023-09-05 19:45:59.877384	medical	estimators.cascade_proba	proba	16.304126262664795	3.766955614089966	0.1326530612244898	0.06353262497883186	0.1867704280155642	0.09608843537414966	0.16734241862390486	0.03831765085227689	0.10300429184549356	0.09353741496598639	0.10059826100338566	0.1899122807017544	0.8275862068965517	0.10204081632653061	0.4692616959064328	0.03975164417286951	0.10526315789473684	0.09353741496598639	0.10526315789473684
1	2023-09-05 19:46:20.774956	3463a15f321202c1933f0a228f67fc973550c2959f673c03a20c2d136f5c6c25	2023-09-05 19:45:59.877384	medical	estimators.cascade_proba	proba	16.00903296470642	3.780439853668213	0.11794871794871795	0.04208305574061736	0.21259842519685038	0.11367521367521366	0.16464135021097046	0.029151160730108098	0.11894273127753303	0.10170940170940171	0.11753834642723532	0.08569500674763833	0.9310344827586207	0.13846153846153847	0.2887179487179487	0.029838747812928546	0.12	0.10170940170940171	0.12
2	2023-09-05 19:46:20.774956	3463a15f321202c1933f0a228f67fc973550c2959f673c03a20c2d136f5c6c25	2023-09-05 19:45:59.877384	medical	estimators.cascade_proba	proba	16.43742322921753	3.75276780128479	0.08673469387755102	0.038627002288329514	0.18326693227091637	0.09863945578231292	0.14748749519045787	0.025480367585630742	0.10087719298245613	0.08928571428571429	0.10004916420845625	0.10287081339712918	0.92	0.11479591836734694	0.3167739340305712	0.02586655317539131	0.10176991150442478	0.09183673469387756	0.10176991150442478
3	2023-09-05 19:46:20.774956	3463a15f321202c1933f0a228f67fc973550c2959f673c03a20c2d136f5c6c25	2023-09-05 19:45:59.877384	medical	estimators.cascade_proba	proba	16.2782986164093	3.841125249862671	0.10256410256410256	0.041823073425693164	0.1646090534979424	0.07948717948717948	0.1442036382066367	0.025184745740852988	0.08968609865470852	0.07094017094017094	0.08992921492921493	0.18421052631578946	0.9523809523809523	0.09487179487179487	0.48873873873873874	0.02525436423152411	0.09009009009009009	0.0735042735042735	0.09009009009009009
4	2023-09-05 19:46:20.774956	3463a15f321202c1933f0a228f67fc973550c2959f673c03a20c2d136f5c6c25	2023-09-05 19:45:59.877384	medical	estimators.cascade_proba	proba	16.400708436965942	3.818615198135376	0.05612244897959184	0.03238399970148697	0.11428571428571428	0.05442176870748299	0.10502059568829536	0.018119050522585597	0.06060606060606061	0.05102040816326531	0.0600402458556351	0.18819776714513556	0.875	0.061224489795918366	0.48365753605928274	0.01842589565701694	0.0611353711790393	0.05102040816326531	0.0611353711790393
0	2023-09-05 19:47:34.977071	9e975d0ee1489a52fb89ad785dbec3e2b1e36801438dd87c2799285cfe9e6cf8	2023-09-05 19:46:20.814425	medical	estimators.cascade_tree_embedder	embedding	68.5136182308197	4.037790060043335	0.21649484536082475	0.06718900811900301	0.3546099290780142	0.22079037800687282	0.24796739781853047	0.05167756963029042	0.21551724137931033	0.20790378006872853	0.20177966101694914	0.13842105263157894	0.8771929824561403	0.24484536082474226	0.40395555555555557	0.05640708278763631	0.2222222222222222	0.2104810996563574	0.2222222222222222
1	2023-09-05 19:47:34.977071	9e975d0ee1489a52fb89ad785dbec3e2b1e36801438dd87c2799285cfe9e6cf8	2023-09-05 19:46:20.814425	medical	estimators.cascade_tree_embedder	embedding	66.55088591575623	4.562793254852295	0.19387755102040816	0.053204439670605085	0.3321033210332104	0.19727891156462585	0.22430150631681248	0.04490772385509228	0.19911504424778761	0.18622448979591838	0.19391233766233767	0.10292397660818714	0.9574468085106383	0.2193877551020408	0.35109126984126987	0.046460490849765924	0.20089285714285715	0.18622448979591838	0.20089285714285715
2	2023-09-05 19:47:34.977071	9e975d0ee1489a52fb89ad785dbec3e2b1e36801438dd87c2799285cfe9e6cf8	2023-09-05 19:46:20.814425	medical	estimators.cascade_tree_embedder	embedding	70.1774594783783	3.707160711288452	0.2193877551020408	0.06044523072386849	0.34163701067615654	0.21428571428571427	0.2314022954314469	0.04869933454325468	0.20600858369098712	0.19982993197278914	0.19486827382768793	0.08936627282491943	0.8727272727272727	0.2423469387755102	0.29199927758714106	0.052847459090712846	0.21238938053097345	0.2023809523809524	0.21238938053097345
3	2023-09-05 19:47:34.977071	9e975d0ee1489a52fb89ad785dbec3e2b1e36801438dd87c2799285cfe9e6cf8	2023-09-05 19:46:20.814425	medical	estimators.cascade_tree_embedder	embedding	68.80102109909058	3.9077727794647217	0.19387755102040816	0.04551920341394025	0.3380281690140845	0.21768707482993196	0.2028222913178665	0.040100250626566414	0.2033898305084746	0.20408163265306123	0.17867678044669194	0.043557168784029036	0.8275862068965517	0.24489795918367346	0.19407995117485505	0.047666335650446874	0.21238938053097345	0.20408163265306123	0.21238938053097345
4	2023-09-05 19:47:34.977071	9e975d0ee1489a52fb89ad785dbec3e2b1e36801438dd87c2799285cfe9e6cf8	2023-09-05 19:46:20.814425	medical	estimators.cascade_tree_embedder	embedding	69.26999568939209	3.802506685256958	0.17857142857142858	0.05705778206985353	0.3636363636363636	0.22874149659863943	0.2323491313115126	0.04938772200145974	0.2222222222222222	0.21088435374149658	0.20857079416771518	0.10047846889952154	0.9122807017543859	0.2653061224489796	0.3104406510520048	0.05351763246500089	0.22707423580786026	0.21088435374149658	0.22707423580786026
0	2023-09-05 19:50:26.344008	38466af9e18bc1f7d2669ba753eb427166555110ebe3811fed6071a6ea57a1db	2023-09-05 19:47:35.047329	scene	estimators.cascade_weak_label_tree_embedder_pvalue	embedding_weak_chi2	163.7537853717804	4.196502685546875	0.4873417721518987	0.6242198678285875	0.6203592814371257	0.5239099859353024	0.6072892429674214	0.47210115727999197	0.4496527777777778	0.5147679324894515	0.4556849237906156	0.8108489894866047	0.8144654088050315	0.5411392405063291	0.7980943338863536	0.5168149765542132	0.5009671179883946	0.5158227848101266	0.5009671179883946
1	2023-09-05 19:50:26.344008	38466af9e18bc1f7d2669ba753eb427166555110ebe3811fed6071a6ea57a1db	2023-09-05 19:47:35.047329	scene	estimators.cascade_weak_label_tree_embedder_pvalue	embedding_weak_chi2	166.3323793411255	4.00493860244751	0.524008350730689	0.6560605734009255	0.6516052318668252	0.5528879610299234	0.6407877062666757	0.505979853014178	0.48324514991181655	0.545581071677105	0.49049970261237724	0.8355188362251075	0.8404907975460123	0.5678496868475992	0.821666130939386	0.5464275694446205	0.5320388349514563	0.545581071677105	0.5320388349514563
2	2023-09-05 19:50:26.344008	38466af9e18bc1f7d2669ba753eb427166555110ebe3811fed6071a6ea57a1db	2023-09-05 19:47:35.047329	scene	estimators.cascade_weak_label_tree_embedder_pvalue	embedding_weak_chi2	162.95803952217102	4.5162975788116455	0.5544147843942505	0.6726411843286585	0.6697566628041716	0.5749486652977412	0.6589968102009225	0.5201061703135536	0.5034843205574913	0.5698151950718686	0.5059080881993964	0.8400393502498535	0.8401162790697675	0.5852156057494866	0.8321701446093307	0.5708364521714803	0.5568400770712909	0.5698151950718686	0.5568400770712909
3	2023-09-05 19:50:26.344008	38466af9e18bc1f7d2669ba753eb427166555110ebe3811fed6071a6ea57a1db	2023-09-05 19:47:35.047329	scene	estimators.cascade_weak_label_tree_embedder_pvalue	embedding_weak_chi2	164.34094166755676	4.1998631954193115	0.5758196721311475	0.6955961439236118	0.6892523364485981	0.5922131147540983	0.6844133290603616	0.5448558207660588	0.5258467023172906	0.5881147540983607	0.5323000155925492	0.8731346231565723	0.8676470588235294	0.6004098360655737	0.8651207586960593	0.5829965086048244	0.5717054263565892	0.5881147540983607	0.5717054263565892
4	2023-09-05 19:50:26.344008	38466af9e18bc1f7d2669ba753eb427166555110ebe3811fed6071a6ea57a1db	2023-09-05 19:47:35.047329	scene	estimators.cascade_weak_label_tree_embedder_pvalue	embedding_weak_chi2	164.6215615272522	3.9306395053863525	0.5302713987473904	0.6632481540501942	0.6619047619047619	0.5608907446068196	0.6512589344521338	0.5138908318256145	0.49466192170818507	0.5532359081419624	0.5012263847772493	0.857012279760727	0.8633540372670807	0.5762004175365344	0.8493338200525424	0.548819076204326	0.5366795366795367	0.5532359081419624	0.5366795366795367
0	2023-09-05 19:50:45.046456	e488787729d00bcc2e9713af3abcf6287a84468922c2578b5874d6f2b7569430	2023-09-05 19:50:26.408176	scene	estimators.cascade_weak_label_proba	proba_weak	14.068244695663452	2.597423553466797	0.7087576374745418	0.784433891174087	0.7798353909465021	0.7413441955193483	0.7768664762218542	0.6567104356126191	0.6391231028667791	0.7331975560081466	0.6462280734330522	0.8412997980612631	0.8366445916114791	0.7525458248472505	0.8341028781323743	0.7379414096726921	0.7302504816955684	0.7382892057026477	0.7302504816955684
1	2023-09-05 19:50:45.046456	e488787729d00bcc2e9713af3abcf6287a84468922c2578b5874d6f2b7569430	2023-09-05 19:50:26.408176	scene	estimators.cascade_weak_label_proba	proba_weak	14.281686305999756	2.170365333557129	0.6645299145299145	0.7612221462363116	0.7556029882604056	0.7115384615384616	0.7542880615297999	0.6203974649060986	0.6072041166380789	0.6997863247863247	0.6113047960173283	0.8457139119604556	0.8368794326241135	0.7264957264957265	0.8377976143622092	0.6948685431056317	0.688715953307393	0.7083333333333334	0.688715953307393
2	2023-09-05 19:50:45.046456	e488787729d00bcc2e9713af3abcf6287a84468922c2578b5874d6f2b7569430	2023-09-05 19:50:26.408176	scene	estimators.cascade_weak_label_proba	proba_weak	14.335221529006958	2.6061933040618896	0.6940451745379876	0.767112017777566	0.7600411946446962	0.7282683093771388	0.7540003525486371	0.6378366657653397	0.6129568106312292	0.7197125256673511	0.6215158632378184	0.8214069485830997	0.8127753303964758	0.7412731006160165	0.8110571227339491	0.7280647479167542	0.7137330754352031	0.7238193018480493	0.7137330754352031
3	2023-09-05 19:50:45.046456	e488787729d00bcc2e9713af3abcf6287a84468922c2578b5874d6f2b7569430	2023-09-05 19:50:26.408176	scene	estimators.cascade_weak_label_proba	proba_weak	14.954251527786255	2.481532096862793	0.6541666666666667	0.7524368251322703	0.7449306296691569	0.6972222222222222	0.7434915074604821	0.6113561809884934	0.5935374149659864	0.6864583333333333	0.6002367168062329	0.8423792348615461	0.8329355608591885	0.7114583333333333	0.8321857138720118	0.6818409291595081	0.6737451737451737	0.69375	0.6737451737451737
4	2023-09-05 19:50:45.046456	e488787729d00bcc2e9713af3abcf6287a84468922c2578b5874d6f2b7569430	2023-09-05 19:50:26.408176	scene	estimators.cascade_weak_label_proba	proba_weak	15.136431694030762	2.524754762649536	0.6756756756756757	0.7727560665599599	0.7650158061116965	0.7238392238392238	0.7641141212366556	0.6400586457555502	0.6194539249146758	0.7117117117117117	0.6288157232638405	0.8530105354004189	0.8402777777777778	0.7411642411642412	0.8418603440217415	0.7089765426094409	0.7021276595744681	0.718988218988219	0.7021276595744681
0	2023-09-05 19:53:29.594062	38466af9e18bc1f7d2669ba753eb427166555110ebe3811fed6071a6ea57a1db	2023-09-05 19:50:45.078695	scene	estimators.cascade_weak_label_tree_embedder	embedding_weak	151.9111578464508	5.425872087478638	0.5145228215767634	0.6385556747957924	0.6393244873341375	0.536652835408022	0.624362411975085	0.488960238183419	0.4698581560283688	0.5311203319502075	0.47484052721033004	0.8407104172215735	0.8439490445859873	0.5477178423236515	0.8355907096725939	0.5289828031127591	0.5145631067961165	0.5311203319502075	0.5145631067961165
1	2023-09-05 19:53:29.594062	38466af9e18bc1f7d2669ba753eb427166555110ebe3811fed6071a6ea57a1db	2023-09-05 19:50:45.078695	scene	estimators.cascade_weak_label_tree_embedder	embedding_weak	157.03377628326416	4.332765102386475	0.5031315240083507	0.6153114948559393	0.6124852767962309	0.5281837160751565	0.6034411909288766	0.4558254444415318	0.44142614601018676	0.5219206680584552	0.4441488625668318	0.7952735914105594	0.7878787878787878	0.5407098121085595	0.7827415025713206	0.5113228661403478	0.5009633911368016	0.5219206680584552	0.5009633911368016
2	2023-09-05 19:53:29.594062	38466af9e18bc1f7d2669ba753eb427166555110ebe3811fed6071a6ea57a1db	2023-09-05 19:50:45.078695	scene	estimators.cascade_weak_label_tree_embedder	embedding_weak	157.5217833518982	4.33294415473938	0.5605749486652978	0.6859173517242719	0.6822429906542056	0.5852156057494866	0.6707586951496197	0.5384706622898472	0.5177304964539007	0.5790554414784395	0.5220274372349292	0.8623307215608865	0.8588235294117647	0.5975359342915811	0.8567743813962232	0.5820987912085165	0.5658914728682171	0.5790554414784395	0.5658914728682171
3	2023-09-05 19:53:29.594062	38466af9e18bc1f7d2669ba753eb427166555110ebe3811fed6071a6ea57a1db	2023-09-05 19:50:45.078695	scene	estimators.cascade_weak_label_tree_embedder	embedding_weak	154.89217400550842	4.518381834030151	0.49471458773784355	0.6444836697377748	0.6504263093788064	0.5394644115574349	0.6237239336201009	0.5049177136183748	0.48194945848375453	0.5281888653981677	0.48573233753799305	0.8633293464856068	0.8754098360655738	0.5613107822410148	0.8518781943503696	0.5364775768602996	0.5174418604651163	0.529245947850599	0.5174418604651163
4	2023-09-05 19:53:29.594062	38466af9e18bc1f7d2669ba753eb427166555110ebe3811fed6071a6ea57a1db	2023-09-05 19:50:45.078695	scene	estimators.cascade_weak_label_tree_embedder	embedding_weak	159.87700176239014	3.706265926361084	0.5390946502057613	0.6687654161281599	0.6666666666666666	0.5665294924554185	0.6559635956417975	0.518188468592906	0.5	0.5596707818930041	0.5047008139653266	0.8534150192760938	0.8575757575757575	0.5802469135802469	0.8457792997164666	0.558325647531503	0.5452793834296724	0.5596707818930041	0.5452793834296724
0	2023-09-05 19:53:44.586822	2ea91c2e2d2b90efb02a557c186c35992affa08d87e0bc1f7247a2f473046f07	2023-09-05 19:53:29.660647	scene	estimators.cascade_proba	proba	11.017770767211914	2.6001784801483154	0.6715176715176715	0.7628161027283834	0.7523709167544783	0.7144837144837144	0.750472191261665	0.6332747608988066	0.6030405405405406	0.7037422037422038	0.6174905683521048	0.8407045123209905	0.8302325581395349	0.7338877338877339	0.8296442333465175	0.7007919959789962	0.6878612716763006	0.7058212058212058	0.6878612716763006
1	2023-09-05 19:53:44.586822	2ea91c2e2d2b90efb02a557c186c35992affa08d87e0bc1f7247a2f473046f07	2023-09-05 19:53:29.660647	scene	estimators.cascade_proba	proba	11.26746678352356	2.66559100151062	0.6903765690376569	0.775064113561796	0.7695560253699788	0.7304741980474198	0.7647175136785805	0.6447562026425164	0.6254295532646048	0.7203626220362623	0.6316010078993918	0.8493255214377773	0.8465116279069768	0.747907949790795	0.8415643858786492	0.7171204994951359	0.7054263565891473	0.7235006973500698	0.7054263565891473
2	2023-09-05 19:53:44.586822	2ea91c2e2d2b90efb02a557c186c35992affa08d87e0bc1f7247a2f473046f07	2023-09-05 19:53:29.660647	scene	estimators.cascade_proba	proba	11.119612693786621	2.4352333545684814	0.6983471074380165	0.7774042060158911	0.7706806282722514	0.7300275482093663	0.7688365272704584	0.6449499358780342	0.626916524701874	0.7221074380165289	0.6337375599855272	0.8507034741362737	0.8421052631578947	0.7417355371900827	0.8412014730574311	0.7182105952364419	0.7104247104247104	0.7262396694214877	0.7104247104247104
3	2023-09-05 19:53:44.586822	2ea91c2e2d2b90efb02a557c186c35992affa08d87e0bc1f7247a2f473046f07	2023-09-05 19:53:29.660647	scene	estimators.cascade_proba	proba	10.99770736694336	2.469928503036499	0.6811594202898551	0.772210210882128	0.7632135306553912	0.7211870255348516	0.7614984952759369	0.6404056686884183	0.6170940170940171	0.7111801242236024	0.626518805884429	0.8474091780929975	0.8375870069605569	0.7349896480331263	0.8365434549845424	0.711341197429792	0.7009708737864078	0.717391304347826	0.7009708737864078
4	2023-09-05 19:53:44.586822	2ea91c2e2d2b90efb02a557c186c35992affa08d87e0bc1f7247a2f473046f07	2023-09-05 19:53:29.660647	scene	estimators.cascade_proba	proba	11.063121795654297	2.452594518661499	0.6735966735966736	0.7692504682763173	0.7636363636363636	0.7137907137907138	0.7603774286750312	0.6329300009757896	0.6176470588235294	0.7037422037422038	0.6215703810310803	0.8637835372841494	0.854066985645933	0.7307692307692307	0.8554018724252798	0.699463438402164	0.690522243713733	0.7068607068607069	0.690522243713733
0	2023-09-05 19:56:23.461863	d7e030b0349ffd1aa695296e0d8063fd11c9e0a9412f68687880028d4a544ffe	2023-09-05 19:53:44.618279	scene	estimators.cascade_tree_embedder	embedding	153.97526359558105	3.922410726547241	0.4731404958677686	0.6154575563539959	0.6119402985074627	0.493801652892562	0.6067007253907298	0.4551608296875039	0.44086021505376344	0.48863636363636365	0.4460076500884626	0.8618865236789764	0.8571428571428571	0.5041322314049587	0.8516261338019667	0.4832918963387105	0.4758220502901354	0.48863636363636365	0.4758220502901354
1	2023-09-05 19:56:23.461863	d7e030b0349ffd1aa695296e0d8063fd11c9e0a9412f68687880028d4a544ffe	2023-09-05 19:53:44.618279	scene	estimators.cascade_tree_embedder	embedding	152.20469737052917	3.8057620525360107	0.45114345114345117	0.5932268559597752	0.5906210392902407	0.47297297297297297	0.5790399312946257	0.4390160106752909	0.41906474820143885	0.4674289674289674	0.4249480142770407	0.8668063451262306	0.8629629629629629	0.48440748440748443	0.8550721607776985	0.46201014934170576	0.4489402697495183	0.4674289674289674	0.4489402697495183
2	2023-09-05 19:56:23.461863	d7e030b0349ffd1aa695296e0d8063fd11c9e0a9412f68687880028d4a544ffe	2023-09-05 19:53:44.618279	scene	estimators.cascade_tree_embedder	embedding	152.24127411842346	3.8210670948028564	0.46473029045643155	0.6117361175613782	0.6113207547169811	0.4896265560165975	0.5979881283048027	0.4575227215486027	0.44021739130434784	0.483402489626556	0.444423031497943	0.8637198915672007	0.8709677419354839	0.5	0.8519836607817223	0.4833348210108735	0.47093023255813954	0.4854771784232365	0.47093023255813954
3	2023-09-05 19:56:23.461863	d7e030b0349ffd1aa695296e0d8063fd11c9e0a9412f68687880028d4a544ffe	2023-09-05 19:53:44.618279	scene	estimators.cascade_tree_embedder	embedding	147.68451952934265	4.90559720993042	0.4886128364389234	0.6361616268711624	0.631578947368421	0.5093167701863354	0.6257527865362784	0.4765393265569826	0.46153846153846156	0.5041407867494824	0.4657143473774044	0.8895717798904074	0.8936170212765957	0.5196687370600414	0.881882363880483	0.4984539177368128	0.4883720930232558	0.5041407867494824	0.4883720930232558
4	2023-09-05 19:56:23.461863	d7e030b0349ffd1aa695296e0d8063fd11c9e0a9412f68687880028d4a544ffe	2023-09-05 19:53:44.618279	scene	estimators.cascade_tree_embedder	embedding	147.41688799858093	4.615566730499268	0.4863731656184486	0.638895292244961	0.635118306351183	0.5171208944793849	0.6244140964153694	0.4843113830556038	0.4653284671532847	0.5094339622641509	0.4696227280605647	0.8862125902992776	0.8916083916083916	0.5324947589098532	0.8774609410087969	0.5073193869000322	0.4932301740812379	0.5094339622641509	0.4932301740812379
