	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.9	0.9	0.9	0.04090200577890224
proba_weak	0.9	1.0	0.9	0.9	0.17946626445912217
embedding_weak	0.9	0.9	1.0	0.8378224470053398	0.022660626220582847
proba	0.9	0.9	0.8378224470053398	1.0	0.2659180922614556
embedding	0.04090200577890224	0.17946626445912217	0.022660626220582847	0.2659180922614556	1.0
