	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.7243188684112062	0.8378224470053398	0.9	0.8378224470053398
proba_weak	0.7243188684112062	1.0	0.17946626445912217	0.610810259022071	0.9
embedding_weak	0.8378224470053398	0.17946626445912217	1.0	0.9	0.26591809226145546
proba	0.9	0.610810259022071	0.9	1.0	0.7243188684112065
embedding	0.8378224470053398	0.9	0.26591809226145546	0.7243188684112065	1.0
