	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.11540030298827397	0.7243188684112062	0.006071443763657536	0.9
proba_weak	0.11540030298827397	1.0	0.7243188684112062	0.8378224470053398	0.11540030298827397
embedding_weak	0.7243188684112062	0.7243188684112062	1.0	0.17946626445912217	0.7243188684112062
proba	0.006071443763657536	0.8378224470053398	0.17946626445912217	1.0	0.006071443763657536
embedding	0.9	0.11540030298827397	0.7243188684112062	0.006071443763657536	1.0
