	embedding__10	embedding__5	embedding_proba__10	embedding_proba__5	proba__10	proba__2	proba__6
embedding__10	1.0	0.06907894736842105	0.8125	0.06907894736842105	0.06907894736842105	0.06907894736842105	0.06907894736842105
embedding__5	0.06907894736842105	1.0	0.06907894736842105	0.65625	0.06907894736842105	0.06907894736842105	0.06907894736842105
embedding_proba__10	0.8125	0.06907894736842105	1.0	0.06907894736842105	0.06907894736842105	0.06907894736842105	0.06907894736842105
embedding_proba__5	0.06907894736842105	0.65625	0.06907894736842105	1.0	0.06907894736842105	0.06907894736842105	0.06907894736842105
proba__10	0.06907894736842105	0.06907894736842105	0.06907894736842105	0.06907894736842105	1.0	0.06907894736842105	0.06907894736842105
proba__2	0.06907894736842105	0.06907894736842105	0.06907894736842105	0.06907894736842105	0.06907894736842105	1.0	0.06907894736842105
proba__6	0.06907894736842105	0.06907894736842105	0.06907894736842105	0.06907894736842105	0.06907894736842105	0.06907894736842105	1.0
