	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.04090200577890224	0.9	0.07047640293821211	0.9
proba_weak	0.04090200577890224	1.0	0.022660626220582847	0.9	0.2659180922614556
embedding_weak	0.9	0.022660626220582847	1.0	0.04090200577890224	0.8378224470053395
proba	0.07047640293821211	0.9	0.04090200577890224	1.0	0.37443682752940766
embedding	0.9	0.2659180922614556	0.8378224470053395	0.37443682752940766	1.0
