	embedding__10	embedding__5	embedding_proba__10	embedding_proba__5	proba__10	proba__2	proba__6
embedding__10	1.0	0.14583333333333334	0.14583333333333334	0.14583333333333334	0.14583333333333334	0.14583333333333334	0.14583333333333334
embedding__5	0.14583333333333334	1.0	0.14583333333333334	0.2625	0.15929830163875378	0.14583333333333334	0.14583333333333334
embedding_proba__10	0.14583333333333334	0.14583333333333334	1.0	0.14583333333333334	0.14583333333333334	0.14583333333333334	0.14583333333333334
embedding_proba__5	0.14583333333333334	0.2625	0.14583333333333334	1.0	0.375	0.14583333333333334	0.14583333333333334
proba__10	0.14583333333333334	0.15929830163875378	0.14583333333333334	0.375	1.0	0.14583333333333334	0.14583333333333334
proba__2	0.14583333333333334	0.14583333333333334	0.14583333333333334	0.14583333333333334	0.14583333333333334	1.0	0.14583333333333334
proba__6	0.14583333333333334	0.14583333333333334	0.14583333333333334	0.14583333333333334	0.14583333333333334	0.14583333333333334	1.0
