	embedding__10	embedding__5	embedding_proba__10	embedding_proba__5	proba__10	proba__2	proba__6
embedding__10	1.0	0.1381578947368421	0.1381578947368421	0.1381578947368421	0.1381578947368421	0.1381578947368421	0.1381578947368421
embedding__5	0.1381578947368421	1.0	0.1381578947368421	0.1381578947368421	0.14781141203991766	0.1381578947368421	0.1381578947368421
embedding_proba__10	0.1381578947368421	0.1381578947368421	1.0	0.1381578947368421	0.1381578947368421	0.1381578947368421	0.1381578947368421
embedding_proba__5	0.1381578947368421	0.1381578947368421	0.1381578947368421	1.0	0.4614509878333607	0.1381578947368421	0.1381578947368421
proba__10	0.1381578947368421	0.14781141203991766	0.1381578947368421	0.4614509878333607	1.0	0.1381578947368421	0.1381578947368421
proba__2	0.1381578947368421	0.1381578947368421	0.1381578947368421	0.1381578947368421	0.1381578947368421	1.0	0.1381578947368421
proba__6	0.1381578947368421	0.1381578947368421	0.1381578947368421	0.1381578947368421	0.1381578947368421	0.1381578947368421	1.0
