	embedding_weak_chi2	proba_weak	embedding_weak	proba	embedding
embedding_weak_chi2	1.0	0.11540030298827397	0.9	0.3744368275294072	0.9
proba_weak	0.11540030298827397	1.0	0.04090200577890224	0.9	0.011995854551952512
embedding_weak	0.9	0.04090200577890224	1.0	0.17946626445912217	0.9
proba	0.3744368275294072	0.9	0.17946626445912217	1.0	0.07047640293822444
embedding	0.9	0.011995854551952512	0.9	0.07047640293822444	1.0
